#Id,Degree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,componentnumber,modularity_class,clustering,triangles,eigencentrality,pageranks,Authority,Hub
5881,6,60,9,0.21603,0.221936,0,1,145,1,15,0.000306,0.000021,0,0
5883,10,109,9,0.216035,0.221995,3,1,145,0.733333,33,0.000501,0.000033,0,0
11369,17,123,8,0.281737,0.293319,32017.383128,1,9,0.573529,78,0.00233,0.000027,0.000098,0.000098
11195,6,52,8,0.249437,0.255775,39476.067826,1,35,0.466667,7,0.000393,0.000022,0.000002,0.000002
9911,6,78,9,0.223685,0.229354,17.5,1,43,0.533333,8,0.000326,0.000022,0.000001,0.000001
4036,3,27,8,0.249872,0.257897,0,1,35,1,3,0.000263,0.000014,0.000009,0.000009
4037,3,27,8,0.249872,0.257897,0,1,35,1,3,0.000263,0.000014,0.000009,0.000009
4038,3,27,8,0.249872,0.257897,0,1,35,1,3,0.000263,0.000014,0.000009,0.000009
4635,4,40,8,0.259943,0.267862,0,1,43,1,6,0.000368,0.000014,0.00001,0.00001
4636,4,45,8,0.259943,0.267862,0,1,43,1,6,0.000368,0.000014,0.00001,0.00001
4637,4,40,8,0.259943,0.267862,0,1,43,1,6,0.000368,0.000014,0.00001,0.00001
12342,11,66,1,1,1,0,115,146,1,55,0.000566,0.000028,0,0
12343,11,66,1,1,1,0,115,146,1,55,0.000566,0.000028,0,0
12344,11,66,1,1,1,0,115,146,1,55,0.000566,0.000028,0,0
12345,11,66,1,1,1,0,115,146,1,55,0.000566,0.000028,0,0
12346,11,66,1,1,1,0,115,146,1,55,0.000566,0.000028,0,0
12347,11,66,1,1,1,0,115,146,1,55,0.000566,0.000028,0,0
12348,11,66,1,1,1,0,115,146,1,55,0.000566,0.000028,0,0
12349,11,66,1,1,1,0,115,146,1,55,0.000566,0.000028,0,0
12350,11,66,1,1,1,0,115,146,1,55,0.000566,0.000028,0,0
12351,11,66,1,1,1,0,115,146,1,55,0.000566,0.000028,0,0
12352,11,66,1,1,1,0,115,146,1,55,0.000566,0.000028,0,0
12353,11,66,1,1,1,0,115,146,1,55,0.000566,0.000028,0,0
12270,18,142,8,0.265263,0.273862,188897.349925,1,43,0.542484,83,0.0012,0.000046,0.000013,0.000013
12278,3,22,9,0.209655,0.213795,0,1,43,1,3,0.000151,0.000015,0,0
12948,6,60,10,0.173456,0.176034,0,1,174,1,15,0.000307,0.000021,0,0
12949,6,60,10,0.173456,0.176034,0,1,174,1,15,0.000307,0.000021,0,0
12950,6,60,10,0.173456,0.176034,0,1,174,1,15,0.000307,0.000021,0,0
12951,6,60,10,0.173456,0.176034,0,1,174,1,15,0.000307,0.000021,0,0
12952,6,60,10,0.173456,0.176034,0,1,174,1,15,0.000307,0.000021,0,0
12953,6,60,10,0.173456,0.176034,0,1,174,1,15,0.000307,0.000021,0,0
9336,2,20,9,0.246344,0.254591,0,1,6,1,1,0.000223,0.000007,0.000006,0.000006
6675,1,9,8,0.261972,0.269644,0,1,54,0,0,0.000309,0.000007,0.000017,0.000017
11314,1,9,8,0.261972,0.269644,0,1,54,0,0,0.000309,0.000007,0.000017,0.000017
8082,11,156,8,0.256844,0.266332,27821.788779,1,280,0.563636,31,0.000932,0.000028,0.000034,0.000034
8083,11,86,9,0.235155,0.241801,7095.657319,1,280,0.454545,25,0.000617,0.00003,0.000005,0.000005
8084,11,98,8,0.245749,0.252569,10583.465342,1,280,0.454545,25,0.000628,0.000034,0.000004,0.000004
8085,5,50,9,0.20751,0.212423,0,1,280,1,10,0.000257,0.000016,0,0
8086,5,50,9,0.20751,0.212423,0,1,280,1,10,0.000257,0.000016,0,0
8087,11,156,8,0.256844,0.266332,27821.788779,1,280,0.563636,31,0.000932,0.000028,0.000034,0.000034
2119,1,8,2,0.555556,0.6,0,116,192,0,0,0.000048,0.000013,0,0
2120,5,39,1,1,1,7,116,192,0.3,3,0.000234,0.000052,0,0
4280,11,95,8,0.311213,0.32455,8336.668921,1,20,0.836364,46,0.005479,0.000017,0.000367,0.000367
4281,11,95,8,0.311213,0.32455,8336.668921,1,20,0.836364,46,0.005479,0.000017,0.000367,0.000367
4352,12,109,8,0.246301,0.253918,262.205512,1,69,0.848485,56,0.000866,0.00002,0.000017,0.000017
4353,16,145,8,0.294172,0.308665,26479.960353,1,69,0.608333,73,0.003801,0.000026,0.000196,0.000196
4354,11,93,9,0.238437,0.246186,0,1,69,1,55,0.00073,0.000019,0.000011,0.000011
5539,15,146,8,0.27024,0.280824,101805.548985,1,6,0.571429,60,0.001572,0.000031,0.000043,0.000043
6357,4,36,10,0.19298,0.196145,0,1,280,1,6,0.0002,0.000019,0,0
6358,4,32,10,0.19298,0.196145,0,1,280,1,6,0.0002,0.000019,0,0
5008,12,167,9,0.23907,0.245059,56199.902414,1,280,0.439394,29,0.000619,0.000047,0.000002,0.000002
6359,7,50,10,0.192984,0.196189,33784.441667,1,280,0.428571,9,0.000341,0.000035,0,0
4651,2,20,2,0.55,0.590909,0,65,93,1,1,0.000103,0.000011,0,0
4923,6,52,8,0.269035,0.28057,0,1,84,1,15,0.001793,0.00001,0.000127,0.000127
4925,6,52,8,0.269035,0.28057,0,1,84,1,15,0.001793,0.00001,0.000127,0.000127
4926,5,37,8,0.27588,0.288218,0,1,20,1,10,0.002829,0.000009,0.000206,0.000206
13007,4,35,8,0.238958,0.246894,51806.437525,1,177,0.166667,1,0.000388,0.000014,0.000002,0.000002
1290,9,148,8,0.261226,0.269392,3181.326935,1,6,0.555556,20,0.00072,0.000024,0.000012,0.000012
1291,50,456,7,0.328276,0.346349,557212.020559,1,21,0.297143,364,0.028556,0.000059,0.002093,0.002093
1292,6,102,8,0.251776,0.258919,0,1,6,1,15,0.000446,0.000016,0.000009,0.000009
1293,6,98,8,0.251776,0.258919,0,1,6,1,15,0.000446,0.000016,0.000009,0.000009
1294,6,90,8,0.251776,0.258919,0,1,6,1,15,0.000446,0.000016,0.000009,0.000009
1295,20,234,8,0.254944,0.26258,26392.242066,1,43,0.557895,106,0.001226,0.000042,0.00001,0.00001
1296,54,863,8,0.27233,0.282797,1094180.794179,1,6,0.09993,143,0.0034,0.00016,0.000021,0.000021
1312,1,9,1,1,1,0,117,147,0,0,0.000046,0.000028,0,0
1313,1,9,1,1,1,0,117,147,0,0,0.000046,0.000028,0,0
9869,1,14,9,0.213826,0.21836,0,1,54,0,0,0.000064,0.000009,0,0
1321,13,105,9,0.202299,0.206841,140,1,62,0.538462,42,0.000721,0.000032,0,0
1322,3,30,9,0.202213,0.206413,0,1,62,1,3,0.000184,0.000011,0,0
1323,3,30,9,0.202213,0.206413,0,1,62,1,3,0.000184,0.000011,0,0
7002,7,74,9,0.204398,0.208275,33770,1,51,0.714286,15,0.000352,0.000034,0,0
7003,7,74,9,0.204398,0.208275,33770,1,51,0.714286,15,0.000352,0.000034,0,0
7004,5,50,10,0.169715,0.171924,0,1,51,1,10,0.000245,0.000025,0,0
7005,8,88,9,0.2044,0.208289,33785,1,51,0.571429,16,0.000399,0.00004,0,0
7006,5,50,10,0.169715,0.171924,0,1,51,1,10,0.000245,0.000025,0,0
7007,5,50,10,0.169715,0.171924,0,1,51,1,10,0.000245,0.000025,0,0
8721,77,749,7,0.335789,0.357425,110224.407293,1,20,0.306562,897,0.056373,0.000081,0.004275,0.004275
8722,11,88,8,0.311532,0.324902,0,1,20,1,55,0.005501,0.000017,0.000361,0.000361
8723,11,88,8,0.311532,0.324902,0,1,20,1,55,0.005501,0.000017,0.000361,0.000361
8724,11,88,8,0.311532,0.324902,0,1,20,1,55,0.005501,0.000017,0.000361,0.000361
8725,11,88,8,0.311532,0.324902,0,1,20,1,55,0.005501,0.000017,0.000361,0.000361
8726,11,88,8,0.311532,0.324902,0,1,20,1,55,0.005501,0.000017,0.000361,0.000361
8727,11,91,8,0.311532,0.324902,0,1,20,1,55,0.005501,0.000017,0.000361,0.000361
8728,11,88,8,0.311532,0.324902,0,1,20,1,55,0.005501,0.000017,0.000361,0.000361
8729,11,88,8,0.311532,0.324902,0,1,20,1,55,0.005501,0.000017,0.000361,0.000361
3135,17,170,10,0.193038,0.197098,0,1,6,1,136,0.000939,0.000028,0,0
3136,17,170,10,0.193038,0.197098,0,1,6,1,136,0.000939,0.000028,0,0
3137,17,170,10,0.193038,0.197098,0,1,6,1,136,0.000939,0.000028,0,0
3138,17,170,10,0.193038,0.197098,0,1,6,1,136,0.000939,0.000028,0,0
3139,17,170,10,0.193038,0.197098,0,1,6,1,136,0.000939,0.000028,0,0
3140,17,170,10,0.193038,0.197098,0,1,6,1,136,0.000939,0.000028,0,0
3141,17,170,10,0.193038,0.197098,0,1,6,1,136,0.000939,0.000028,0,0
3142,17,170,10,0.193038,0.197098,0,1,6,1,136,0.000939,0.000028,0,0
3143,17,170,10,0.193038,0.197098,0,1,6,1,136,0.000939,0.000028,0,0
3144,17,170,10,0.193038,0.197098,0,1,6,1,136,0.000939,0.000028,0,0
3145,17,170,10,0.193038,0.197098,0,1,6,1,136,0.000939,0.000028,0,0
3146,17,170,10,0.193038,0.197098,0,1,6,1,136,0.000939,0.000028,0,0
3147,26,231,9,0.239186,0.246755,575175.680156,1,6,0.495385,161,0.001536,0.000045,0.000004,0.000004
3148,17,170,10,0.193038,0.197098,0,1,6,1,136,0.000939,0.000028,0,0
3149,17,170,10,0.193038,0.197098,0,1,6,1,136,0.000939,0.000028,0,0
3150,17,170,10,0.193038,0.197098,0,1,6,1,136,0.000939,0.000028,0,0
3151,17,170,10,0.193038,0.197098,0,1,6,1,136,0.000939,0.000028,0,0
3152,17,170,10,0.193038,0.197098,0,1,6,1,136,0.000939,0.000028,0,0
9937,7,57,8,0.305842,0.323065,0,1,21,1,21,0.009558,0.000008,0.000893,0.000893
6221,117,1417,7,0.334704,0.356276,16737.522772,1,21,0.488211,3313,0.090856,0.000077,0.007559,0.007559
6220,42,652,8,0.311926,0.331187,1413.663223,1,21,0.732869,631,0.03275,0.000031,0.002714,0.002714
7545,43,336,8,0.283308,0.298153,108676.676229,1,76,0.37763,341,0.009643,0.000043,0.00053,0.00053
7531,19,171,8,0.243394,0.25101,0,1,76,1,171,0.001281,0.000022,0.000007,0.000007
7532,54,456,8,0.311949,0.326177,310686.864888,1,447,0.450734,645,0.007264,0.000056,0.000272,0.000272
7533,21,183,8,0.24721,0.25562,1507.996841,1,76,0.819048,172,0.00143,0.000026,0.000011,0.000011
7534,19,171,8,0.243394,0.25101,0,1,76,1,171,0.001281,0.000022,0.000007,0.000007
7535,35,303,8,0.25948,0.269426,26739.975215,1,76,0.482353,287,0.0029,0.000035,0.000032,0.000032
7536,19,171,8,0.243394,0.25101,0,1,76,1,171,0.001281,0.000022,0.000007,0.000007
7537,19,171,8,0.243394,0.25101,0,1,76,1,171,0.001281,0.000022,0.000007,0.000007
7538,19,171,8,0.243394,0.25101,0,1,76,1,171,0.001281,0.000022,0.000007,0.000007
7539,19,174,8,0.243394,0.25101,0,1,76,1,171,0.001281,0.000022,0.000007,0.000007
7540,19,171,8,0.243394,0.25101,0,1,76,1,171,0.001281,0.000022,0.000007,0.000007
7541,19,171,8,0.243394,0.25101,0,1,76,1,171,0.001281,0.000022,0.000007,0.000007
7542,19,171,8,0.243394,0.25101,0,1,76,1,171,0.001281,0.000022,0.000007,0.000007
7543,21,190,8,0.243946,0.25185,653.365485,1,76,0.828571,174,0.00156,0.000023,0.000011,0.000011
7544,19,171,8,0.243394,0.25101,0,1,76,1,171,0.001281,0.000022,0.000007,0.000007
7546,19,171,8,0.243394,0.25101,0,1,76,1,171,0.001281,0.000022,0.000007,0.000007
7547,27,251,8,0.279147,0.291965,35495.767537,1,76,0.569801,200,0.003585,0.00003,0.000149,0.000149
7548,19,171,8,0.243394,0.25101,0,1,76,1,171,0.001281,0.000022,0.000007,0.000007
1378,5,74,8,0.24886,0.255141,0,1,51,1,10,0.000347,0.000018,0.000002,0.000002
1379,5,77,8,0.24886,0.255141,0,1,51,1,10,0.000347,0.000018,0.000002,0.000002
1380,13,241,8,0.248882,0.255279,27.166667,1,51,0.410256,32,0.000734,0.000044,0.000002,0.000002
1382,5,79,8,0.24886,0.255141,0,1,51,1,10,0.000347,0.000018,0.000002,0.000002
1525,16,232,8,0.249124,0.255671,389.018026,1,51,0.433333,52,0.000942,0.000044,0.000002,0.000002
4655,8,116,8,0.248867,0.25519,4.5,1,51,0.607143,17,0.000494,0.000028,0.000002,0.000002
4658,5,77,8,0.24886,0.255141,0,1,51,1,10,0.000335,0.000019,0.000002,0.000002
4659,8,116,8,0.248867,0.25519,4.5,1,51,0.607143,17,0.000494,0.000028,0.000002,0.000002
11249,8,72,8,0.266793,0.27582,0,1,6,1,28,0.000758,0.000019,0.000017,0.000017
11251,8,72,8,0.266793,0.27582,0,1,6,1,28,0.000758,0.000019,0.000017,0.000017
11252,8,72,8,0.266793,0.27582,0,1,6,1,28,0.000758,0.000019,0.000017,0.000017
11253,8,77,8,0.266793,0.27582,0,1,6,1,28,0.000758,0.000019,0.000017,0.000017
11254,8,72,8,0.266793,0.27582,0,1,6,1,28,0.000758,0.000019,0.000017,0.000017
11255,8,72,8,0.266793,0.27582,0,1,6,1,28,0.000758,0.000019,0.000017,0.000017
4827,8,49,8,0.245079,0.252659,2018.41806,1,35,0.571429,16,0.000541,0.000024,0.00001,0.00001
4828,18,144,8,0.267393,0.279421,153942.606103,1,35,0.228758,35,0.002223,0.000049,0.000104,0.000104
3080,10,94,8,0.296424,0.311694,39901.393233,1,20,0.444444,20,0.006766,0.000018,0.000449,0.000449
3087,19,134,8,0.27113,0.283111,0,1,20,1,171,0.003033,0.000022,0.000154,0.000154
8318,43,370,7,0.329638,0.349202,193149.31148,1,20,0.263566,238,0.027437,0.000055,0.001829,0.001829
8320,5,35,8,0.261343,0.271999,0,1,20,1,10,0.001318,0.000009,0.000083,0.000083
8321,55,462,7,0.320385,0.3371,30323.301212,1,20,0.33468,497,0.023999,0.000054,0.001624,0.001624
4564,59,529,7,0.330651,0.351305,52898.414618,1,20,0.501461,858,0.048424,0.000053,0.003529,0.003529
11244,4,40,9,0.201439,0.205173,0,1,6,1,6,0.000204,0.000022,0,0
11245,4,40,9,0.201439,0.205173,0,1,6,1,6,0.000204,0.000022,0,0
11246,4,40,9,0.201439,0.205173,0,1,6,1,6,0.000204,0.000022,0,0
11247,4,40,9,0.201439,0.205173,0,1,6,1,6,0.000204,0.000022,0,0
2929,10,131,9,0.232662,0.239101,34097.448221,1,35,0.422222,19,0.000571,0.000034,0.000004,0.000004
2930,4,50,9,0.232651,0.239007,0,1,35,1,6,0.000285,0.000014,0.000004,0.000004
2931,6,69,9,0.232654,0.239036,33452.976022,1,35,0.6,9,0.000379,0.000022,0.000004,0.000004
1405,3,27,9,0.222766,0.230137,0,1,209,1,3,0.000174,0.000016,0.000002,0.000002
1406,3,27,9,0.222766,0.230137,0,1,209,1,3,0.000174,0.000016,0.000002,0.000002
1407,3,27,9,0.222766,0.230137,0,1,209,1,3,0.000174,0.000016,0.000002,0.000002
1408,21,150,8,0.286606,0.302805,540250,1,209,0.190476,40,0.007613,0.000071,0.000515,0.000515
4789,20,149,7,0.323135,0.340317,255357.299948,1,67,0.236842,45,0.013787,0.000044,0.001195,0.001195
6631,5,50,8,0.254842,0.264336,0,1,20,1,10,0.00075,0.000011,0.00004,0.00004
6632,5,52,8,0.254842,0.264336,0,1,20,1,10,0.00075,0.000011,0.00004,0.00004
6633,5,50,8,0.254842,0.264336,0,1,20,1,10,0.00075,0.000011,0.00004,0.00004
6634,14,136,8,0.319241,0.335401,117672.20577,1,20,0.373626,34,0.014799,0.000024,0.000945,0.000945
12708,4,68,8,0.260515,0.269906,0,1,21,1,6,0.000643,0.00001,0.000036,0.000036
6842,32,282,8,0.272803,0.285624,217035.262121,1,67,0.288306,143,0.003346,0.000064,0.000131,0.000131
6836,9,54,9,0.215693,0.22196,0,1,67,1,36,0.000484,0.000022,0.000001,0.000001
6837,9,54,9,0.215693,0.22196,0,1,67,1,36,0.000484,0.000022,0.000001,0.000001
6838,13,87,9,0.232891,0.240323,4707.741296,1,67,0.538462,42,0.000703,0.000033,0.000003,0.000003
6839,9,54,9,0.215693,0.22196,0,1,67,1,36,0.000484,0.000022,0.000001,0.000001
6840,9,54,9,0.215693,0.22196,0,1,67,1,36,0.000484,0.000022,0.000001,0.000001
6843,9,54,9,0.215693,0.22196,0,1,67,1,36,0.000484,0.000022,0.000001,0.000001
6844,20,143,9,0.233749,0.242435,11141.213963,1,19,0.478947,91,0.001145,0.000038,0.000004,0.000004
6845,9,54,9,0.215693,0.22196,0,1,67,1,36,0.000484,0.000022,0.000001,0.000001
9143,9,90,8,0.233189,0.239579,0,1,51,1,36,0.000526,0.000026,0.000001,0.000001
9144,9,90,8,0.233189,0.239579,0,1,51,1,36,0.000526,0.000026,0.000001,0.000001
9145,9,90,8,0.233189,0.239579,0,1,51,1,36,0.000526,0.000026,0.000001,0.000001
9146,9,90,8,0.233189,0.239579,0,1,51,1,36,0.000526,0.000026,0.000001,0.000001
9147,9,90,8,0.233189,0.239579,0,1,51,1,36,0.000526,0.000026,0.000001,0.000001
9148,9,100,8,0.233189,0.239579,0,1,51,1,36,0.000526,0.000026,0.000001,0.000001
9149,9,90,8,0.233189,0.239579,0,1,51,1,36,0.000526,0.000026,0.000001,0.000001
9150,9,95,8,0.233189,0.239579,0,1,51,1,36,0.000526,0.000026,0.000001,0.000001
1421,3,20,8,0.261976,0.269673,0,1,54,1,3,0.000408,0.000014,0.000017,0.000017
8716,20,218,7,0.323683,0.340561,4360.681397,1,20,0.589474,112,0.019002,0.000028,0.001717,0.001717
10625,1,6,1,1,1,0,118,148,0,0,0.000046,0.000028,0,0
10626,1,6,1,1,1,0,118,148,0,0,0.000046,0.000028,0,0
6693,4,48,9,0.244839,0.25046,1,1,54,0.666667,4,0.000233,0.000021,0.000002,0.000002
6694,2,26,9,0.244835,0.25043,0,1,54,1,1,0.000139,0.000012,0.000002,0.000002
1444,50,527,8,0.257848,0.266693,142543.204609,1,51,0.241633,296,0.003294,0.000099,0.000005,0.000005
1446,8,73,8,0.226256,0.232084,16.35873,1,51,0.678571,19,0.000521,0.000022,0,0
1449,5,45,8,0.226241,0.232005,0,1,51,1,10,0.000377,0.000013,0,0
3024,6,42,8,0.226235,0.231995,135093,1,51,0.133333,2,0.000368,0.000038,0,0
7179,1,6,9,0.20408,0.207904,0,1,51,0,0,0.000057,0.000007,0,0
7181,1,6,9,0.20408,0.207904,0,1,51,0,0,0.000057,0.000007,0,0
12228,1,8,9,0.184497,0.187533,0,1,51,0,0,0.000049,0.00001,0,0
6036,1,17,2,0.666667,0.75,0,46,149,0,0,0.000047,0.000021,0,0
4910,1,13,2,0.666667,0.75,0,119,150,0,0,0.000047,0.000021,0,0
4911,2,19,1,1,1,1,119,150,0,0,0.000092,0.000041,0,0
1490,7,70,8,0.255008,0.263392,33775,1,77,0.714286,15,0.000625,0.000016,0.000011,0.000011
1491,1,10,9,0.203193,0.207323,0,1,77,0,0,0.00005,0.000006,0,0
3723,1,10,2,0.571429,0.625,0,107,137,0,0,0.000048,0.000014,0,0
7486,13,298,9,0.241895,0.24884,7109.259391,1,9,0.897436,70,0.000931,0.000023,0.000002,0.000002
7487,12,201,9,0.240601,0.246957,3526.848464,1,9,0.939394,62,0.000724,0.000022,0.000001,0.000001
7488,11,223,10,0.197358,0.201528,0.776759,1,9,0.963636,53,0.000608,0.00002,0,0
7489,9,126,10,0.197257,0.201367,0,1,9,1,36,0.000497,0.000018,0,0
7576,2,20,9,0.180365,0.183405,0,1,51,1,1,0.000105,0.000014,0,0
11333,2,20,8,0.216096,0.221447,0,1,28,1,1,0.000138,0.000009,0,0
10664,1,11,9,0.238139,0.243893,0,1,54,0,0,0.000068,0.000007,0.000001,0.000001
4475,16,148,8,0.312573,0.325991,403149.130165,1,54,0.241667,29,0.004629,0.00006,0.000263,0.000263
2213,7,63,10,0.166976,0.169429,0,1,151,1,21,0.000346,0.000026,0,0
2214,7,63,10,0.166976,0.169429,0,1,151,1,21,0.000346,0.000026,0,0
2215,7,63,10,0.166976,0.169429,0,1,151,1,21,0.000346,0.000026,0,0
2216,8,69,9,0.200437,0.20475,236383,1,151,0.75,21,0.000459,0.000027,0,0
2217,7,63,10,0.166976,0.169429,0,1,151,1,21,0.000346,0.000026,0,0
2218,7,63,10,0.166976,0.169429,0,1,151,1,21,0.000346,0.000026,0,0
2219,7,63,10,0.166976,0.169429,0,1,151,1,21,0.000346,0.000026,0,0
2220,7,63,10,0.166976,0.169429,0,1,151,1,21,0.000346,0.000026,0,0
8159,2,20,9,0.204081,0.207919,0,1,51,1,1,0.000106,0.00001,0,0
9269,3,21,9,0.20397,0.207908,0,1,51,1,3,0.000172,0.000013,0,0
9270,3,21,9,0.20397,0.207908,0,1,51,1,3,0.000172,0.000013,0,0
3574,16,152,9,0.207005,0.211542,1901.382995,1,51,0.45,54,0.000824,0.000051,0,0
6363,35,517,8,0.250475,0.25762,12588.974238,1,51,0.292437,174,0.001951,0.000087,0.000005,0.000005
11492,9,138,8,0.248869,0.255205,1.566667,1,51,0.833333,30,0.000566,0.000026,0.000002,0.000002
4656,5,50,8,0.24886,0.255141,0,1,51,1,10,0.000335,0.000019,0.000002,0.000002
4657,5,50,8,0.24886,0.255141,0,1,51,1,10,0.000335,0.000019,0.000002,0.000002
8315,3,30,8,0.248858,0.255116,0,1,51,1,3,0.000251,0.000011,0.000002,0.000002
8316,6,94,8,0.248863,0.255161,1.25,1,51,0.733333,11,0.000412,0.00002,0.000002,0.000002
11476,6,65,8,0.248863,0.255161,7483.528622,1,51,0.866667,13,0.000406,0.000019,0.000002,0.000002
11477,8,94,8,0.248867,0.25519,7490.847635,1,51,0.678571,19,0.00051,0.000024,0.000002,0.000002
11479,8,94,8,0.248867,0.25519,7490.847635,1,51,0.678571,19,0.00051,0.000024,0.000002,0.000002
11491,5,72,8,0.248862,0.255146,0.542857,1,51,0.7,7,0.000361,0.000016,0.000002,0.000002
11478,4,40,9,0.20031,0.203841,0,1,51,1,6,0.000215,0.000014,0,0
4881,3,39,9,0.196744,0.199976,0.5,1,51,0.666667,2,0.000144,0.000023,0,0
4883,2,16,9,0.196743,0.199961,0,1,51,1,1,0.000098,0.000016,0,0
11134,20,125,8,0.279286,0.293371,33775,1,21,0.9,171,0.004303,0.000022,0.000278,0.000278
11135,1,9,9,0.218315,0.224844,0,1,21,0,0,0.000067,0.000005,0.000001,0.000001
10319,206,2055,8,0.284835,0.302229,31182.080844,1,12,0.397821,8400,0.030923,0.000081,0.000971,0.000971
10322,135,1158,8,0.282335,0.29726,14177.205669,1,12,0.459701,4158,0.019445,0.000059,0.000512,0.000512
10331,23,216,8,0.278705,0.291345,3475.804866,1,12,0.857708,217,0.003637,0.000021,0.000152,0.000152
10320,21,189,8,0.261738,0.27255,0,1,12,1,210,0.002106,0.00002,0.000049,0.000049
10321,21,189,8,0.261738,0.27255,0,1,12,1,210,0.002106,0.00002,0.000049,0.000049
10323,21,195,8,0.261738,0.27255,0,1,12,1,210,0.002106,0.00002,0.000049,0.000049
10324,21,189,8,0.261738,0.27255,0,1,12,1,210,0.002106,0.00002,0.000049,0.000049
10325,21,189,8,0.261738,0.27255,0,1,12,1,210,0.002106,0.00002,0.000049,0.000049
10326,21,189,8,0.261738,0.27255,0,1,12,1,210,0.002106,0.00002,0.000049,0.000049
10327,21,189,8,0.261738,0.27255,0,1,12,1,210,0.002106,0.00002,0.000049,0.000049
10328,21,189,8,0.261738,0.27255,0,1,12,1,210,0.002106,0.00002,0.000049,0.000049
10329,21,189,8,0.261738,0.27255,0,1,12,1,210,0.002106,0.00002,0.000049,0.000049
10330,21,189,8,0.261738,0.27255,0,1,12,1,210,0.002106,0.00002,0.000049,0.000049
10332,21,189,8,0.261738,0.27255,0,1,12,1,210,0.002106,0.00002,0.000049,0.000049
10333,21,189,8,0.261738,0.27255,0,1,12,1,210,0.002106,0.00002,0.000049,0.000049
10334,42,459,8,0.262252,0.273366,685.854765,1,12,0.634146,546,0.003488,0.000037,0.000059,0.000059
10335,42,459,8,0.262252,0.273366,685.854765,1,12,0.634146,546,0.003488,0.000037,0.000059,0.000059
10336,42,459,8,0.262252,0.273366,685.854765,1,12,0.634146,546,0.003488,0.000037,0.000059,0.000059
10337,42,459,8,0.262252,0.273366,685.854765,1,12,0.634146,546,0.003488,0.000037,0.000059,0.000059
10338,42,459,8,0.262252,0.273366,685.854765,1,12,0.634146,546,0.003488,0.000037,0.000059,0.000059
10339,42,459,8,0.262252,0.273366,685.854765,1,12,0.634146,546,0.003488,0.000037,0.000059,0.000059
1549,15,150,8,0.26198,0.272873,0,1,21,1,105,0.002256,0.000017,0.000125,0.000125
1550,15,150,8,0.26198,0.272873,0,1,21,1,105,0.002256,0.000017,0.000125,0.000125
1551,15,150,8,0.26198,0.272873,0,1,21,1,105,0.002256,0.000017,0.000125,0.000125
1552,15,150,8,0.26198,0.272873,0,1,21,1,105,0.002256,0.000017,0.000125,0.000125
1553,15,160,8,0.26198,0.272873,0,1,21,1,105,0.002256,0.000017,0.000125,0.000125
1555,15,150,8,0.26198,0.272873,0,1,21,1,105,0.002256,0.000017,0.000125,0.000125
1557,41,477,8,0.311188,0.329971,22210.760467,1,21,0.458537,376,0.021493,0.000036,0.001669,0.001669
1559,25,329,8,0.262466,0.273796,35.886781,1,21,0.733333,220,0.003883,0.000025,0.000219,0.000219
1560,25,318,8,0.262466,0.273796,35.886781,1,21,0.733333,220,0.003883,0.000025,0.000219,0.000219
1561,15,154,8,0.26198,0.272873,0,1,21,1,105,0.002256,0.000017,0.000125,0.000125
1562,30,449,8,0.262479,0.273875,50.469702,1,21,0.645977,281,0.004204,0.000029,0.000225,0.000225
1563,15,150,8,0.26198,0.272873,0,1,21,1,105,0.002256,0.000017,0.000125,0.000125
5156,1,8,9,0.239105,0.247256,0,1,2,0,0,0.000174,0.000005,0.000019,0.000019
5740,2,18,2,0.583333,0.642857,0,120,152,1,1,0.000096,0.000016,0,0
5741,2,18,2,0.583333,0.642857,0,120,152,1,1,0.000096,0.000016,0,0
5742,7,54,1,1,1,10,120,152,0.52381,11,0.000334,0.000043,0,0
10514,2,16,9,0.20688,0.211178,0,1,51,1,1,0.000127,0.000009,0,0
1629,12,149,8,0.255885,0.263438,162939.180433,1,51,0.257576,17,0.000812,0.000048,0.000003,0.000003
1630,4,24,8,0.255687,0.263056,0,1,51,1,6,0.000424,0.000015,0.000003,0.000003
8816,2,20,9,0.215482,0.220526,0,1,51,1,1,0.000149,0.000009,0,0
1637,6,42,9,0.198637,0.201822,0,1,51,1,15,0.000297,0.000024,0,0
1638,6,42,9,0.198637,0.201822,0,1,51,1,15,0.000297,0.000024,0,0
1640,6,42,9,0.198637,0.201822,0,1,51,1,15,0.000297,0.000024,0,0
1641,6,42,9,0.198637,0.201822,0,1,51,1,15,0.000297,0.000024,0,0
1642,6,42,9,0.198637,0.201822,0,1,51,1,15,0.000297,0.000024,0,0
1643,6,42,9,0.198637,0.201822,0,1,51,1,15,0.000297,0.000024,0,0
9227,8,133,8,0.24883,0.25515,85.70393,1,51,0.75,21,0.000584,0.000023,0.000003,0.000003
3211,6,64,8,0.255689,0.2631,13.8,1,51,0.6,9,0.000535,0.000022,0.000003,0.000003
3212,3,21,8,0.255652,0.262977,0,1,51,1,3,0.00036,0.000013,0.000003,0.000003
3213,3,21,8,0.255652,0.262977,0,1,51,1,3,0.00036,0.000013,0.000003,0.000003
4573,7,51,9,0.220414,0.226499,10372.184938,1,51,0.761905,16,0.000487,0.000019,0,0
11981,3,30,2,0.666667,0.75,0,44,70,1,3,0.000143,0.000028,0,0
